ID,Year,Competition,Round,GameTimeUTC,GameTimeLocal,HomeTeam,AwayTeam,Ground,Score,Result,HomeOdds,AwayOdds,TipstersPick,TipOutcome
6075,2018,HA,2,2018-04-01 05:20:00+00:00,2018-04-01 15:20:00+10:00,Western Bulldogs,West Coast,Docklands,70-121,West Coast,1.699,2.22,Western Bulldogs,0
6076,2018,HA,2,2018-04-01 06:40:00+00:00,2018-04-01 16:40:00+10:00,Sydney,Port Adelaide,SCG,71-94,Port Adelaide,1.487,2.73,Sydney,0
6077,2018,HA,2,2018-04-02 05:20:00+00:00,2018-04-02 15:20:00+10:00,Geelong,Hawthorn,MCG,117-118,Hawthorn,1.74,2.16,Geelong,0
6078,2018,HA,3,2018-04-06 09:50:00+00:00,2018-04-06 19:50:00+10:00,Carlton,Collingwood,MCG,76-100,Collingwood,2.55,1.54,Carlton,0
6079,2018,HA,3,2018-04-07 03:45:00+00:00,2018-04-07 13:45:00+10:00,Port Adelaide,Brisbane,Adelaide,97-92,Port Adelaide,1.04,13.0,Port Adelaide,1
6080,2018,HA,3,2018-04-07 04:10:00+00:00,2018-04-07 14:10:00+10:00,Melbourne,North Melbourne,MCG,123-86,Melbourne,1.35,3.35,Melbourne,1
6081,2018,HA,3,2018-04-07 06:35:00+00:00,2018-04-07 16:35:00+10:00,Gold Coast,Fremantle,Perth,68-96,Fremantle,2.5,1.56,Fremantle,1
6082,2018,HA,3,2018-04-07 09:25:00+00:00,2018-04-07 19:25:00+10:00,St Kilda,Adelaide,Docklands,55-104,Adelaide,3.5,1.33,Adelaide,1
6083,2018,HA,3,2018-04-07 09:25:00+00:00,2018-04-07 19:25:00+10:00,Sydney,GWS,SCG,103-87,Sydney,1.58,2.45,Sydney,1
6084,2018,HA,3,2018-04-08 03:10:00+00:00,2018-04-08 13:10:00+10:00,Richmond,Hawthorn,MCG,102-89,Richmond,1.58,2.45,Richmond,1
6085,2018,HA,3,2018-04-08 05:20:00+00:00,2018-04-08 15:20:00+10:00,Western Bulldogs,Essendon,Docklands,104-83,Western Bulldogs,3.35,1.35,Essendon,0
6086,2018,HA,3,2018-04-08 06:40:00+00:00,2018-04-08 16:40:00+10:00,West Coast,Geelong,Perth,95-80,West Coast,1.85,2.0,West Coast,1
6087,2018,HA,4,2018-04-13 09:50:00+00:00,2018-04-13 19:50:00+10:00,Adelaide,Collingwood,Adelaide,58-106,Collingwood,1.19,5.0,Adelaide,0
6088,2018,HA,4,2018-04-14 03:45:00+00:00,2018-04-14 13:45:00+10:00,GWS,Fremantle,Canberra,82-51,GWS,1.18,5.2,GWS,1
6089,2018,HA,4,2018-04-14 04:10:00+00:00,2018-04-14 14:10:00+10:00,Richmond,Brisbane,MCG,110-17,Richmond,1.11,7.25,Richmond,1
6090,2018,HA,4,2018-04-14 06:35:00+00:00,2018-04-14 16:35:00+10:00,Western Bulldogs,Sydney,Docklands,79-86,Sydney,3.7,1.3,Sydney,1
6091,2018,HA,4,2018-04-14 09:25:00+00:00,2018-04-14 19:25:00+10:00,North Melbourne,Carlton,Hobart,116-30,North Melbourne,1.54,2.55,Carlton,0
6092,2018,HA,4,2018-04-14 10:10:00+00:00,2018-04-14 20:10:00+10:00,West Coast,Gold Coast,Perth,139-59,West Coast,1.16,5.6,West Coast,1
6093,2018,HA,4,2018-04-15 03:10:00+00:00,2018-04-15 13:10:00+10:00,Essendon,Port Adelaide,Docklands,106-84,Essendon,2.25,1.68,Port Adelaide,0
6094,2018,HA,4,2018-04-15 05:20:00+00:00,2018-04-15 15:20:00+10:00,Hawthorn,Melbourne,MCG,115-48,Hawthorn,2.22,1.7,Melbourne,0
6095,2018,HA,4,2018-04-15 06:40:00+00:00,2018-04-15 16:40:00+10:00,Geelong,St Kilda,Kardinia,103-56,Geelong,1.28,3.85,Geelong,1
6096,2018,HA,5,2018-04-20 09:50:00+00:00,2018-04-20 19:50:00+10:00,Sydney,Adelaide,SCG,75-85,Adelaide,1.27,4.0,Sydney,0
6097,2018,HA,5,2018-04-21 03:45:00+00:00,2018-04-21 13:45:00+10:00,St Kilda,GWS,Docklands,73-73,Draw,3.2,1.36,GWS,1
6098,2018,HA,5,2018-04-21 06:35:00+00:00,2018-04-21 16:35:00+10:00,Carlton,West Coast,MCG,69-79,West Coast,5.25,1.17,West Coast,1
6099,2018,HA,5,2018-04-21 09:40:00+00:00,2018-04-21 19:40:00+10:00,Port Adelaide,Geelong,Adelaide,50-84,Geelong,1.47,2.7,Port Adelaide,0
6100,2018,HA,5,2018-04-21 10:15:00+00:00,2018-04-21 20:15:00+10:00,Fremantle,Western Bulldogs,Perth,108-54,Fremantle,1.58,2.4,Fremantle,1
6101,2018,HA,5,2018-04-22 05:20:00+00:00,2018-04-22 15:20:00+10:00,North Melbourne,Hawthorn,Docklands,98-70,North Melbourne,2.5,1.54,Hawthorn,0
6102,2018,HA,5,2018-04-22 06:40:00+00:00,2018-04-22 16:40:00+10:00,Brisbane,Gold Coast,Gabba,71-76,Gold Coast,1.75,2.1,Brisbane,0
6103,2018,HA,5,2018-04-24 09:25:00+00:00,2018-04-24 19:25:00+10:00,Melbourne,Richmond,MCG,56-102,Richmond,2.68,1.5,Richmond,1
6104,2018,HA,5,2018-04-25 05:20:00+00:00,2018-04-25 15:20:00+10:00,Collingwood,Essendon,MCG,101-52,Collingwood,1.75,2.15,Collingwood,1
6105,2018,HA,6,2018-04-27 09:50:00+00:00,2018-04-27 19:50:00+10:00,Western Bulldogs,Carlton,Docklands,80-59,Western Bulldogs,1.44,2.9,Western Bulldogs,1
6106,2018,HA,6,2018-04-28 03:45:00+00:00,2018-04-28 13:45:00+10:00,Geelong,Sydney,Kardinia,69-86,Sydney,1.47,2.8,Geelong,0
6107,2018,HA,6,2018-04-28 04:10:00+00:00,2018-04-28 14:10:00+10:00,North Melbourne,Port Adelaide,Docklands,69-102,Port Adelaide,2.22,1.7,Port Adelaide,1
6108,2018,HA,6,2018-04-28 06:35:00+00:00,2018-04-28 16:35:00+10:00,GWS,Brisbane,Showground,77-43,GWS,1.13,6.5,GWS,1
6109,2018,HA,6,2018-04-28 09:25:00+00:00,2018-04-28 19:25:00+10:00,Hawthorn,St Kilda,Launceston,89-54,Hawthorn,1.5,2.68,Hawthorn,1
6110,2018,HA,6,2018-04-28 09:40:00+00:00,2018-04-28 19:40:00+10:00,Adelaide,Gold Coast,Adelaide,110-62,Adelaide,1.1,8.0,Adelaide,1
6111,2018,HA,6,2018-04-29 03:10:00+00:00,2018-04-29 13:10:00+10:00,Essendon,Melbourne,Docklands,72-108,Melbourne,2.18,1.72,Melbourne,1
6112,2018,HA,6,2018-04-29 05:20:00+00:00,2018-04-29 15:20:00+10:00,Collingwood,Richmond,MCG,70-113,Richmond,2.8,1.47,Richmond,1
6113,2018,HA,6,2018-04-29 06:40:00+00:00,2018-04-29 16:40:00+10:00,Fremantle,West Coast,Perth,81-89,West Coast,2.35,1.63,West Coast,1
6114,2018,HA,7,2018-05-04 09:50:00+00:00,2018-05-04 19:50:00+10:00,Geelong,GWS,Kardinia,93-32,Geelong,1.38,3.2,Geelong,1
6115,2018,HA,7,2018-05-05 03:45:00+00:00,2018-05-05 13:45:00+10:00,Western Bulldogs,Gold Coast,Ballarat,81-72,Western Bulldogs,1.25,4.15,Western Bulldogs,1
6116,2018,HA,7,2018-05-05 04:10:00+00:00,2018-05-05 14:10:00+10:00,Essendon,Hawthorn,MCG,67-90,Hawthorn,2.68,1.5,Hawthorn,1
6117,2018,HA,7,2018-05-05 06:35:00+00:00,2018-05-05 16:35:00+10:00,West Coast,Port Adelaide,Perth,102-60,West Coast,1.8,2.05,West Coast,1
6118,2018,HA,7,2018-05-05 09:25:00+00:00,2018-05-05 19:25:00+10:00,Sydney,North Melbourne,SCG,66-68,North Melbourne,1.25,4.15,Sydney,0
6119,2018,HA,7,2018-05-05 09:40:00+00:00,2018-05-05 19:40:00+10:00,Adelaide,Carlton,Adelaide,125-70,Adelaide,1.03,15.0,Adelaide,1
6120,2018,HA,7,2018-05-06 03:10:00+00:00,2018-05-06 13:10:00+10:00,Richmond,Fremantle,MCG,110-33,Richmond,1.15,6.0,Richmond,1
6121,2018,HA,7,2018-05-06 05:20:00+00:00,2018-05-06 15:20:00+10:00,St Kilda,Melbourne,Docklands,67-106,Melbourne,3.0,1.42,Melbourne,1
6122,2018,HA,7,2018-05-06 06:40:00+00:00,2018-05-06 16:40:00+10:00,Brisbane,Collingwood,Gabba,114-121,Collingwood,3.5,1.33,Collingwood,1
6123,2018,HA,8,2018-05-11 09:50:00+00:00,2018-05-11 19:50:00+10:00,Hawthorn,Sydney,MCG,71-79,Sydney,1.56,2.5,Hawthorn,0
6124,2018,HA,8,2018-05-12 03:45:00+00:00,2018-05-12 13:45:00+10:00,GWS,West Coast,Showground,61-86,West Coast,1.5,2.68,GWS,0
6125,2018,HA,8,2018-05-12 04:10:00+00:00,2018-05-12 14:10:00+10:00,Carlton,Essendon,MCG,91-78,Carlton,3.0,1.42,Essendon,0
6126,2018,HA,8,2018-05-12 06:35:00+00:00,2018-05-12 16:35:00+10:00,Gold Coast,Melbourne,Gabba,77-146,Melbourne,4.15,1.25,Melbourne,1
6127,2018,HA,8,2018-05-12 07:10:00+00:00,2018-05-12 17:10:00+10:00,Port Adelaide,Adelaide,Adelaide,95-90,Port Adelaide,2.15,1.75,Adelaide,0
6128,2018,HA,8,2018-05-12 09:25:00+00:00,2018-05-12 19:25:00+10:00,Western Bulldogs,Brisbane,Docklands,107-93,Western Bulldogs,1.44,2.9,Western Bulldogs,1
6129,2018,HA,8,2018-05-12 10:10:00+00:00,2018-05-12 20:10:00+10:00,Fremantle,St Kilda,Perth,89-59,Fremantle,1.52,2.62,Fremantle,1
6130,2018,HA,8,2018-05-13 03:10:00+00:00,2018-05-13 13:10:00+10:00,North Melbourne,Richmond,Docklands,72-82,Richmond,3.7,1.3,Richmond,1
6131,2018,HA,8,2018-05-13 05:20:00+00:00,2018-05-13 15:20:00+10:00,Collingwood,Geelong,MCG,45-66,Geelong,2.4,1.6,Geelong,1
6132,2018,HA,9,2018-05-18 09:50:00+00:00,2018-05-18 19:50:00+10:00,Adelaide,Western Bulldogs,Adelaide,63-26,Adelaide,1.3,3.7,Adelaide,1
6133,2018,HA,9,2018-05-19 03:45:00+00:00,2018-05-19 13:45:00+10:00,North Melbourne,GWS,Hobart,112-69,North Melbourne,1.45,2.85,North Melbourne,1
6134,2018,HA,9,2018-05-19 05:15:00+00:00,2018-05-19 15:15:00+10:00,Gold Coast,Port Adelaide,Shanghai,42-82,Port Adelaide,9.0,1.08,Port Adelaide,1
6135,2018,HA,9,2018-05-19 06:35:00+00:00,2018-05-19 16:35:00+10:00,Essendon,Geelong,MCG,84-50,Essendon,5.0,1.19,Geelong,0
6136,2018,HA,9,2018-05-19 09:25:00+00:00,2018-05-19 19:25:00+10:00,St Kilda,Collingwood,Docklands,72-100,Collingwood,4.0,1.27,Collingwood,1
6137,2018,HA,9,2018-05-19 09:25:00+00:00,2018-05-19 19:25:00+10:00,Sydney,Fremantle,SCG,111-52,Sydney,1.16,5.6,Sydney,1
6138,2018,HA,9,2018-05-20 03:10:00+00:00,2018-05-20 13:10:00+10:00,Carlton,Melbourne,MCG,50-159,Melbourne,6.25,1.14,Melbourne,1
6139,2018,HA,9,2018-05-20 05:20:00+00:00,2018-05-20 15:20:00+10:00,Brisbane,Hawthorn,Gabba,129-73,Brisbane,3.0,1.42,Hawthorn,0
6140,2018,HA,9,2018-05-20 06:40:00+00:00,2018-05-20 16:40:00+10:00,West Coast,Richmond,Perth,130-83,West Coast,1.95,1.9,West Coast,1
6141,2018,HA,10,2018-05-25 09:50:00+00:00,2018-05-25 19:50:00+10:00,Collingwood,Western Bulldogs,Docklands,90-55,Collingwood,1.38,3.2,Collingwood,1
6142,2018,HA,10,2018-05-26 03:45:00+00:00,2018-05-26 13:45:00+10:00,Richmond,St Kilda,MCG,105-77,Richmond,1.1,8.0,Richmond,1
6143,2018,HA,10,2018-05-26 06:35:00+00:00,2018-05-26 16:35:00+10:00,Brisbane,Sydney,Gabba,49-67,Sydney,3.2,1.38,Sydney,1
6144,2018,HA,10,2018-05-26 09:25:00+00:00,2018-05-26 19:25:00+10:00,Geelong,Carlton,Kardinia,73-45,Geelong,1.07,10.0,Geelong,1
6145,2018,HA,10,2018-05-26 09:25:00+00:00,2018-05-26 19:25:00+10:00,GWS,Essendon,Showground,60-95,Essendon,1.4,3.1,GWS,0
6146,2018,HA,10,2018-05-27 03:10:00+00:00,2018-05-27 13:10:00+10:00,Hawthorn,West Coast,Docklands,60-75,West Coast,2.15,1.75,West Coast,1
6147,2018,HA,10,2018-05-27 05:20:00+00:00,2018-05-27 15:20:00+10:00,Melbourne,Adelaide,Alice Springs,146-55,Melbourne,1.68,2.25,Melbourne,1
6148,2018,HA,10,2018-05-27 06:40:00+00:00,2018-05-27 16:40:00+10:00,Fremantle,North Melbourne,Perth,58-86,North Melbourne,1.93,1.93,Fremantle,0
6149,2018,HA,11,2018-06-01 09:50:00+00:00,2018-06-01 19:50:00+10:00,Sydney,Carlton,SCG,91-61,Sydney,1.05,11.0,Sydney,1
6150,2018,HA,11,2018-06-02 03:45:00+00:00,2018-06-02 13:45:00+10:00,Western Bulldogs,Melbourne,Docklands,51-100,Melbourne,6.0,1.15,Melbourne,1
6151,2018,HA,11,2018-06-02 04:10:00+00:00,2018-06-02 14:10:00+10:00,Hawthorn,Port Adelaide,Launceston,64-61,Hawthorn,2.0,1.85,Hawthorn,1
6152,2018,HA,11,2018-06-02 06:35:00+00:00,2018-06-02 16:35:00+10:00,Gold Coast,Geelong,Gold Coast,36-121,Geelong,3.35,1.35,Geelong,1
6153,2018,HA,11,2018-06-02 09:25:00+00:00,2018-06-02 19:25:00+10:00,Essendon,Richmond,MCG,43-114,Richmond,3.2,1.38,Richmond,1
6154,2018,HA,11,2018-06-02 10:10:00+00:00,2018-06-02 20:10:00+10:00,West Coast,St Kilda,Perth,101-88,West Coast,1.04,13.0,West Coast,1
6155,2018,HA,11,2018-06-03 03:10:00+00:00,2018-06-03 13:10:00+10:00,North Melbourne,Brisbane,Docklands,141-87,North Melbourne,1.25,4.15,North Melbourne,1
6156,2018,HA,11,2018-06-03 05:20:00+00:00,2018-06-03 15:20:00+10:00,Collingwood,Fremantle,MCG,138-77,Collingwood,1.14,6.25,Collingwood,1
6157,2018,HA,11,2018-06-03 06:40:00+00:00,2018-06-03 16:40:00+10:00,Adelaide,GWS,Adelaide,81-97,GWS,1.3,3.7,Adelaide,0
6158,2018,HA,12,2018-06-08 09:50:00+00:00,2018-06-08 19:50:00+10:00,Port Adelaide,Richmond,Adelaide,72-58,Port Adelaide,1.7,2.22,Port Adelaide,1
6159,2018,HA,12,2018-06-09 03:45:00+00:00,2018-06-09 13:45:00+10:00,Geelong,North Melbourne,Kardinia,96-59,Geelong,1.45,2.85,Geelong,1
6160,2018,HA,12,2018-06-09 06:35:00+00:00,2018-06-09 16:35:00+10:00,GWS,Gold Coast,Showground,134-26,GWS,1.06,10.5,GWS,1
6161,2018,HA,12,2018-06-09 09:25:00+00:00,2018-06-09 19:25:00+10:00,St Kilda,Sydney,Docklands,55-126,Sydney,4.5,1.22,Sydney,1
6162,2018,HA,12,2018-06-10 03:10:00+00:00,2018-06-10 13:10:00+10:00,Brisbane,Essendon,Gabba,62-84,Essendon,2.18,1.72,Brisbane,0
6163,2018,HA,12,2018-06-10 06:40:00+00:00,2018-06-10 16:40:00+10:00,Fremantle,Adelaide,Perth,71-68,Fremantle,3.85,1.28,Adelaide,0
6164,2018,HA,12,2018-06-11 05:20:00+00:00,2018-06-11 15:20:00+10:00,Melbourne,Collingwood,MCG,91-133,Collingwood,1.56,2.5,Melbourne,0
6165,2018,HA,13,2018-06-14 09:50:00+00:00,2018-06-14 19:50:00+10:00,Port Adelaide,Western Bulldogs,Adelaide,132-75,Port Adelaide,1.1,8.0,Port Adelaide,1
6166,2018,HA,13,2018-06-15 09:50:00+00:00,2018-06-15 19:50:00+10:00,Sydney,West Coast,SCG,72-57,Sydney,1.52,2.62,Sydney,1
6167,2018,HA,13,2018-06-16 03:45:00+00:00,2018-06-16 13:45:00+10:00,Carlton,Fremantle,Docklands,46-103,Fremantle,2.1,1.77,Carlton,0
6168,2018,HA,13,2018-06-16 06:35:00+00:00,2018-06-16 16:35:00+10:00,Gold Coast,St Kilda,Gold Coast,78-80,St Kilda,2.5,1.56,St Kilda,1
6169,2018,HA,13,2018-06-16 09:25:00+00:00,2018-06-16 19:25:00+10:00,Hawthorn,Adelaide,MCG,88-32,Hawthorn,1.45,2.85,Hawthorn,1
6170,2018,HA,13,2018-06-17 05:20:00+00:00,2018-06-17 15:20:00+10:00,Geelong,Richmond,MCG,65-83,Richmond,2.4,1.6,Richmond,1
6171,2018,HA,14,2018-06-21 10:10:00+00:00,2018-06-21 20:10:00+10:00,West Coast,Essendon,Perth,52-80,Essendon,1.35,3.35,West Coast,0
6172,2018,HA,14,2018-06-22 09:50:00+00:00,2018-06-22 19:50:00+10:00,Port Adelaide,Melbourne,Adelaide,75-65,Port Adelaide,1.68,2.25,Port Adelaide,1
6173,2018,HA,14,2018-06-23 03:45:00+00:00,2018-06-23 13:45:00+10:00,Hawthorn,Gold Coast,Launceston,96-43,Hawthorn,1.04,13.0,Hawthorn,1
6174,2018,HA,14,2018-06-23 06:35:00+00:00,2018-06-23 16:35:00+10:00,Brisbane,GWS,Gabba,82-109,GWS,3.5,1.33,GWS,1
6175,2018,HA,14,2018-06-23 09:25:00+00:00,2018-06-23 19:25:00+10:00,Western Bulldogs,North Melbourne,Docklands,75-77,North Melbourne,4.15,1.25,North Melbourne,1
6176,2018,HA,14,2018-06-24 05:20:00+00:00,2018-06-24 15:20:00+10:00,Collingwood,Carlton,MCG,79-59,Collingwood,1.06,10.5,Collingwood,1
6177,2018,HA,15,2018-06-28 09:20:00+00:00,2018-06-28 19:20:00+10:00,Richmond,Sydney,Docklands,93-67,Richmond,1.52,2.62,Richmond,1
6178,2018,HA,15,2018-06-29 09:50:00+00:00,2018-06-29 19:50:00+10:00,Western Bulldogs,Geelong,Docklands,103-101,Western Bulldogs,5.4,1.17,Geelong,0
6179,2018,HA,15,2018-06-30 03:45:00+00:00,2018-06-30 13:45:00+10:00,Carlton,Port Adelaide,MCG,69-90,Port Adelaide,6.0,1.15,Port Adelaide,1
6180,2018,HA,15,2018-06-30 06:35:00+00:00,2018-06-30 16:35:00+10:00,Adelaide,West Coast,Adelaide,88-78,Adelaide,1.42,2.9,Adelaide,1
6181,2018,HA,15,2018-06-30 09:25:00+00:00,2018-06-30 19:25:00+10:00,Gold Coast,Collingwood,Gold Coast,60-99,Collingwood,8.0,1.1,Collingwood,1
6182,2018,HA,15,2018-06-30 09:25:00+00:00,2018-06-30 19:25:00+10:00,GWS,Hawthorn,Showground,95-84,GWS,1.54,2.55,GWS,1
6183,2018,HA,15,2018-07-01 03:10:00+00:00,2018-07-01 13:10:00+10:00,Melbourne,St Kilda,MCG,117-119,St Kilda,1.12,6.75,Melbourne,0
6184,2018,HA,15,2018-07-01 05:20:00+00:00,2018-07-01 15:20:00+10:00,Essendon,North Melbourne,Docklands,125-108,Essendon,2.0,1.85,Essendon,1
6185,2018,HA,15,2018-07-01 06:40:00+00:00,2018-07-01 16:40:00+10:00,Fremantle,Brisbane,Perth,64-119,Brisbane,1.28,3.85,Fremantle,0
6186,2018,HA,16,2018-07-05 09:20:00+00:00,2018-07-05 19:20:00+10:00,Sydney,Geelong,SCG,59-71,Geelong,1.72,2.18,Sydney,0
6187,2018,HA,16,2018-07-06 09:50:00+00:00,2018-07-06 19:50:00+10:00,Richmond,Adelaide,MCG,103-56,Richmond,1.24,4.25,Richmond,1
6188,2018,HA,16,2018-07-07 03:45:00+00:00,2018-07-07 13:45:00+10:00,Brisbane,Carlton,Gabba,120-55,Brisbane,1.3,3.7,Brisbane,1
6189,2018,HA,16,2018-07-07 06:35:00+00:00,2018-07-07 16:35:00+10:00,Port Adelaide,St Kilda,Adelaide,86-50,Port Adelaide,1.12,6.75,Port Adelaide,1
6190,2018,HA,16,2018-07-07 09:25:00+00:00,2018-07-07 19:25:00+10:00,Western Bulldogs,Hawthorn,Docklands,59-122,Hawthorn,2.9,1.44,Hawthorn,1
6191,2018,HA,16,2018-07-07 09:40:00+00:00,2018-07-07 19:40:00+10:00,Melbourne,Fremantle,Darwin,102-48,Melbourne,1.08,9.0,Melbourne,1
6192,2018,HA,16,2018-07-08 03:10:00+00:00,2018-07-08 13:10:00+10:00,North Melbourne,Gold Coast,Docklands,95-58,North Melbourne,1.08,9.0,North Melbourne,1
6193,2018,HA,16,2018-07-08 05:20:00+00:00,2018-07-08 15:20:00+10:00,Essendon,Collingwood,MCG,62-78,Collingwood,2.45,1.58,Collingwood,1
6194,2018,HA,16,2018-07-08 06:40:00+00:00,2018-07-08 16:40:00+10:00,West Coast,GWS,Perth,86-75,West Coast,1.63,2.35,West Coast,1
6195,2018,HA,17,2018-07-12 09:50:00+00:00,2018-07-12 19:50:00+10:00,Adelaide,Geelong,Adelaide,112-97,Adelaide,2.02,1.83,Adelaide,1
6196,2018,HA,17,2018-07-13 09:50:00+00:00,2018-07-13 19:50:00+10:00,St Kilda,Carlton,Docklands,116-52,St Kilda,1.33,3.5,St Kilda,1
6197,2018,HA,17,2018-07-14 03:45:00+00:00,2018-07-14 13:45:00+10:00,Hawthorn,Brisbane,Launceston,65-98,Brisbane,1.22,4.5,Hawthorn,0
6198,2018,HA,17,2018-07-14 06:35:00+00:00,2018-07-14 16:35:00+10:00,Melbourne,Western Bulldogs,MCG,119-69,Melbourne,1.13,6.5,Melbourne,1
6199,2018,HA,17,2018-07-14 09:25:00+00:00,2018-07-14 19:25:00+10:00,Gold Coast,Essendon,Gold Coast,51-95,Essendon,3.85,1.28,Essendon,1
6200,2018,HA,17,2018-07-14 09:25:00+00:00,2018-07-14 19:25:00+10:00,GWS,Richmond,Showground,79-77,GWS,2.55,1.54,Richmond,0
6201,2018,HA,17,2018-07-15 03:10:00+00:00,2018-07-15 13:10:00+10:00,Collingwood,West Coast,MCG,67-102,West Coast,1.52,2.62,Collingwood,0
6202,2018,HA,17,2018-07-15 05:20:00+00:00,2018-07-15 15:20:00+10:00,North Melbourne,Sydney,Docklands,98-104,Sydney,1.85,2.0,North Melbourne,0
6203,2018,HA,17,2018-07-15 06:40:00+00:00,2018-07-15 16:40:00+10:00,Fremantle,Port Adelaide,Perth,59-50,Fremantle,5.2,1.18,Port Adelaide,0
6204,2018,HA,18,2018-07-20 09:50:00+00:00,2018-07-20 19:50:00+10:00,St Kilda,Richmond,Docklands,57-111,Richmond,5.4,1.17,Richmond,1
6205,2018,HA,18,2018-07-21 03:45:00+00:00,2018-07-21 13:45:00+10:00,Collingwood,North Melbourne,MCG,130-64,Collingwood,1.48,2.75,Collingwood,1
6206,2018,HA,18,2018-07-21 04:10:00+00:00,2018-07-21 14:10:00+10:00,Sydney,Gold Coast,SCG,64-88,Gold Coast,1.02,17.0,Sydney,0
6207,2018,HA,18,2018-07-21 06:35:00+00:00,2018-07-21 16:35:00+10:00,Essendon,Fremantle,Docklands,99-70,Essendon,1.12,6.75,Essendon,1
6208,2018,HA,18,2018-07-21 09:25:00+00:00,2018-07-21 19:25:00+10:00,Brisbane,Adelaide,Gabba,88-93,Adelaide,2.35,1.63,Adelaide,1
6209,2018,HA,18,2018-07-21 09:25:00+00:00,2018-07-21 19:25:00+10:00,Geelong,Melbourne,Kardinia,100-98,Geelong,1.5,2.68,Geelong,1
6210,2018,HA,18,2018-07-22 03:10:00+00:00,2018-07-22 13:10:00+10:00,Carlton,Hawthorn,Docklands,52-124,Hawthorn,5.6,1.16,Hawthorn,1
6211,2018,HA,18,2018-07-22 05:20:00+00:00,2018-07-22 15:20:00+10:00,West Coast,Western Bulldogs,Perth,100-46,West Coast,1.13,6.5,West Coast,1
6212,2018,HA,18,2018-07-22 06:40:00+00:00,2018-07-22 16:40:00+10:00,Port Adelaide,GWS,Adelaide,58-80,GWS,1.6,2.4,Port Adelaide,0
6213,2018,HA,19,2018-07-27 09:50:00+00:00,2018-07-27 19:50:00+10:00,Essendon,Sydney,Docklands,109-66,Essendon,1.72,2.18,Essendon,1
6214,2018,HA,19,2018-07-28 03:45:00+00:00,2018-07-28 13:45:00+10:00,Richmond,Collingwood,MCG,105-77,Richmond,1.36,3.3,Richmond,1
6215,2018,HA,19,2018-07-28 04:10:00+00:00,2018-07-28 14:10:00+10:00,Geelong,Brisbane,Kardinia,120-78,Geelong,1.2,4.8,Geelong,1
6216,2018,HA,19,2018-07-28 06:35:00+00:00,2018-07-28 16:35:00+10:00,GWS,St Kilda,Showground,86-61,GWS,1.14,6.25,GWS,1
6217,2018,HA,19,2018-07-28 09:25:00+00:00,2018-07-28 19:25:00+10:00,Gold Coast,Carlton,Gold Coast,44-79,Carlton,1.38,3.2,Gold Coast,0
6218,2018,HA,19,2018-07-28 09:40:00+00:00,2018-07-28 19:40:00+10:00,Adelaide,Melbourne,Adelaide,77-90,Melbourne,1.75,2.15,Adelaide,0
6219,2018,HA,19,2018-07-29 03:10:00+00:00,2018-07-29 13:10:00+10:00,North Melbourne,West Coast,Hobart,81-41,North Melbourne,1.68,2.25,North Melbourne,1
6220,2018,HA,19,2018-07-29 05:20:00+00:00,2018-07-29 15:20:00+10:00,Western Bulldogs,Port Adelaide,Ballarat,34-78,Port Adelaide,3.5,1.33,Port Adelaide,1
6221,2018,HA,19,2018-07-29 06:40:00+00:00,2018-07-29 16:40:00+10:00,Fremantle,Hawthorn,Perth,53-112,Hawthorn,3.0,1.42,Hawthorn,1
6222,2018,HA,20,2018-08-03 09:50:00+00:00,2018-08-03 19:50:00+10:00,Richmond,Geelong,MCG,85-82,Richmond,1.44,2.9,Richmond,1
6223,2018,HA,20,2018-08-04 03:45:00+00:00,2018-08-04 13:45:00+10:00,Hawthorn,Essendon,MCG,107-103,Hawthorn,2.1,1.77,Essendon,0
6224,2018,HA,20,2018-08-04 04:10:00+00:00,2018-08-04 14:10:00+10:00,Brisbane,North Melbourne,Gabba,104-107,North Melbourne,1.75,2.15,Brisbane,0
6225,2018,HA,20,2018-08-04 06:35:00+00:00,2018-08-04 16:35:00+10:00,Adelaide,Port Adelaide,Adelaide,96-93,Adelaide,2.0,1.85,Adelaide,1
6226,2018,HA,20,2018-08-04 09:25:00+00:00,2018-08-04 19:25:00+10:00,St Kilda,Western Bulldogs,Docklands,68-103,Western Bulldogs,1.58,2.45,St Kilda,0
6227,2018,HA,20,2018-08-04 09:25:00+00:00,2018-08-04 19:25:00+10:00,Sydney,Collingwood,SCG,73-71,Sydney,1.65,2.3,Sydney,1
6228,2018,HA,20,2018-08-05 03:10:00+00:00,2018-08-05 13:10:00+10:00,Carlton,GWS,Docklands,46-151,GWS,8.0,1.1,GWS,1
6229,2018,HA,20,2018-08-05 05:20:00+00:00,2018-08-05 15:20:00+10:00,Melbourne,Gold Coast,MCG,143-47,Melbourne,1.03,15.0,Melbourne,1
6230,2018,HA,20,2018-08-05 06:40:00+00:00,2018-08-05 16:40:00+10:00,West Coast,Fremantle,Perth,142-84,West Coast,1.17,5.4,West Coast,1
6231,2018,HA,21,2018-08-10 09:50:00+00:00,2018-08-10 19:50:00+10:00,Essendon,St Kilda,Docklands,122-79,Essendon,1.19,5.0,Essendon,1
6232,2018,HA,21,2018-08-11 03:45:00+00:00,2018-08-11 13:45:00+10:00,Hawthorn,Geelong,MCG,71-60,Hawthorn,2.68,1.5,Geelong,0
6233,2018,HA,21,2018-08-11 04:10:00+00:00,2018-08-11 14:10:00+10:00,Gold Coast,Richmond,Gold Coast,51-125,Richmond,15.0,1.03,Richmond,1
