ID,Year,Competition,Round,GameTimeUTC,GameTimeLocal,HomeTeam,AwayTeam,Ground,Score,Result,HomeOdds,AwayOdds,TipstersPick,TipOutcome
5459,2015,HA,15,2015-07-11 09:20:00+00:00,2015-07-11 19:20:00+10:00,North Melbourne,Geelong,Docklands,120-79,North Melbourne,2.17,1.775,Geelong,0
5460,2015,HA,15,2015-07-11 09:40:00+00:00,2015-07-11 19:40:00+10:00,West Coast,Adelaide,Subiaco,147-91,West Coast,1.222,4.85,West Coast,1
5461,2015,HA,15,2015-07-12 03:10:00+00:00,2015-07-12 13:10:00+10:00,GWS,St Kilda,Showgrounds,84-49,GWS,1.719,2.26,GWS,1
5462,2015,HA,15,2015-07-12 05:20:00+00:00,2015-07-12 15:20:00+10:00,Hawthorn,Fremantle,Launceston,115-43,Hawthorn,1.425,3.1,Hawthorn,1
5463,2015,HA,15,2015-07-12 06:40:00+00:00,2015-07-12 16:40:00+10:00,Brisbane,Sydney,Gabba,49-70,Sydney,5.91,1.169,Sydney,1
5464,2015,HA,16,2015-07-17 09:50:00+00:00,2015-07-17 19:50:00+10:00,North Melbourne,Essendon,Docklands,93-68,North Melbourne,1.232,4.69,North Melbourne,1
5465,2015,HA,16,2015-07-18 03:45:00+00:00,2015-07-18 13:45:00+10:00,Geelong,Western Bulldogs,Kardinia,72-64,Geelong,1.581,2.55,Geelong,1
5466,2015,HA,16,2015-07-18 04:10:00+00:00,2015-07-18 14:10:00+10:00,Gold Coast,GWS,Gold Coast,79-94,GWS,2.4,1.645,GWS,1
5467,2015,HA,16,2015-07-18 06:35:00+00:00,2015-07-18 16:35:00+10:00,Collingwood,West Coast,Docklands,56-87,West Coast,2.56,1.578,West Coast,1
5468,2015,HA,16,2015-07-18 09:20:00+00:00,2015-07-18 19:20:00+10:00,Sydney,Hawthorn,Homebush,57-146,Hawthorn,2.52,1.591,Hawthorn,1
5469,2015,HA,16,2015-07-18 09:40:00+00:00,2015-07-18 19:40:00+10:00,Fremantle,Carlton,Subiaco,95-53,Fremantle,1.142,6.69,Fremantle,1
5470,2015,HA,16,2015-07-19 03:10:00+00:00,2015-07-19 13:10:00+10:00,Melbourne,Brisbane,MCG,60-36,Melbourne,1.666,2.36,Melbourne,1
5471,2015,HA,16,2015-07-19 05:20:00+00:00,2015-07-19 15:20:00+10:00,Port Adelaide,Adelaide,Adelaide,113-116,Adelaide,1.606,2.49,Port Adelaide,0
5472,2015,HA,16,2015-07-19 06:40:00+00:00,2015-07-19 16:40:00+10:00,St Kilda,Richmond,Docklands,73-89,Richmond,2.78,1.505,Richmond,1
5473,2015,HA,17,2015-07-24 09:50:00+00:00,2015-07-24 19:50:00+10:00,Carlton,Hawthorn,Docklands,35-173,Hawthorn,25.5,1.01,Hawthorn,1
5474,2015,HA,17,2015-07-25 03:45:00+00:00,2015-07-25 13:45:00+10:00,GWS,Geelong,Manuka,42-69,Geelong,1.775,2.17,GWS,0
5475,2015,HA,17,2015-07-25 04:10:00+00:00,2015-07-25 14:10:00+10:00,Adelaide,Gold Coast,Adelaide,125-80,Adelaide,1.227,4.77,Adelaide,1
5476,2015,HA,17,2015-07-25 06:35:00+00:00,2015-07-25 16:35:00+10:00,Richmond,Fremantle,MCG,78-82,Fremantle,1.884,2.02,Richmond,0
5477,2015,HA,17,2015-07-25 09:20:00+00:00,2015-07-25 19:20:00+10:00,Essendon,Port Adelaide,Docklands,116-129,Port Adelaide,3.81,1.312,Port Adelaide,1
5478,2015,HA,17,2015-07-25 09:20:00+00:00,2015-07-25 19:20:00+10:00,Brisbane,North Melbourne,Gabba,38-110,North Melbourne,4.93,1.217,North Melbourne,1
5479,2015,HA,17,2015-07-26 03:10:00+00:00,2015-07-26 13:10:00+10:00,Western Bulldogs,Collingwood,Docklands,104-86,Western Bulldogs,2.36,1.666,Collingwood,0
5480,2015,HA,17,2015-07-26 05:20:00+00:00,2015-07-26 15:20:00+10:00,Melbourne,St Kilda,MCG,46-83,St Kilda,2.13,1.8,St Kilda,1
5481,2015,HA,17,2015-07-26 06:40:00+00:00,2015-07-26 16:40:00+10:00,West Coast,Sydney,Subiaco,103-51,West Coast,1.312,3.81,West Coast,1
5482,2015,HA,18,2015-07-31 09:50:00+00:00,2015-07-31 19:50:00+10:00,Hawthorn,Richmond,MCG,53-71,Richmond,1.208,5.08,Hawthorn,0
5483,2015,HA,18,2015-08-01 03:45:00+00:00,2015-08-01 13:45:00+10:00,Geelong,Brisbane,Kardinia,113-57,Geelong,1.129,7.21,Geelong,1
5484,2015,HA,18,2015-08-01 04:10:00+00:00,2015-08-01 14:10:00+10:00,Collingwood,Melbourne,MCG,54-77,Melbourne,1.38,3.33,Collingwood,0
5485,2015,HA,18,2015-08-01 06:35:00+00:00,2015-08-01 16:35:00+10:00,Sydney,Adelaide,SCG,117-65,Sydney,1.454,2.97,Sydney,1
5486,2015,HA,18,2015-08-01 09:20:00+00:00,2015-08-01 19:20:00+10:00,Carlton,North Melbourne,Docklands,54-118,North Melbourne,6.27,1.156,North Melbourne,1
5487,2015,HA,18,2015-08-01 09:20:00+00:00,2015-08-01 19:20:00+10:00,Gold Coast,West Coast,Gold Coast,83-83,Draw,9.76,1.084,West Coast,1
5488,2015,HA,18,2015-08-02 03:10:00+00:00,2015-08-02 13:10:00+10:00,Port Adelaide,St Kilda,Adelaide,112-49,Port Adelaide,1.208,4.96,Port Adelaide,1
5489,2015,HA,18,2015-08-02 05:20:00+00:00,2015-08-02 15:20:00+10:00,Essendon,Western Bulldogs,Docklands,40-127,Western Bulldogs,2.81,1.485,Western Bulldogs,1
5490,2015,HA,18,2015-08-02 06:40:00+00:00,2015-08-02 16:40:00+10:00,Fremantle,GWS,Subiaco,84-63,Fremantle,1.235,4.55,Fremantle,1
5491,2015,HA,19,2015-08-07 09:50:00+00:00,2015-08-07 19:50:00+10:00,Adelaide,Richmond,Adelaide,88-52,Adelaide,2.05,1.8,Adelaide,1
5492,2015,HA,19,2015-08-08 03:45:00+00:00,2015-08-08 13:45:00+10:00,Collingwood,Carlton,MCG,105-87,Collingwood,1.22,4.5,Collingwood,1
5493,2015,HA,19,2015-08-08 04:10:00+00:00,2015-08-08 14:10:00+10:00,Western Bulldogs,Port Adelaide,Docklands,128-64,Western Bulldogs,1.7,2.2,Western Bulldogs,1
5494,2015,HA,19,2015-08-08 06:35:00+00:00,2015-08-08 16:35:00+10:00,Brisbane,Gold Coast,Gabba,100-114,Gold Coast,2.65,1.5,Gold Coast,1
5495,2015,HA,19,2015-08-08 09:20:00+00:00,2015-08-08 19:20:00+10:00,Geelong,Sydney,Kardinia,95-63,Geelong,1.85,2.0,Geelong,1
5496,2015,HA,19,2015-08-08 09:40:00+00:00,2015-08-08 19:40:00+10:00,West Coast,Hawthorn,Subiaco,74-88,Hawthorn,2.5,1.54,Hawthorn,1
5497,2015,HA,19,2015-08-09 03:10:00+00:00,2015-08-09 13:10:00+10:00,Melbourne,North Melbourne,MCG,92-127,North Melbourne,3.7,1.3,North Melbourne,1
5498,2015,HA,19,2015-08-09 05:20:00+00:00,2015-08-09 15:20:00+10:00,GWS,Essendon,Showgrounds,93-61,GWS,1.25,4.15,GWS,1
5499,2015,HA,19,2015-08-09 06:40:00+00:00,2015-08-09 16:40:00+10:00,St Kilda,Fremantle,Docklands,59-96,Fremantle,2.8,1.44,Fremantle,1
5500,2015,HA,20,2015-08-14 09:50:00+00:00,2015-08-14 19:50:00+10:00,Sydney,Collingwood,SCG,87-76,Sydney,1.312,3.81,Sydney,1
5501,2015,HA,20,2015-08-15 03:45:00+00:00,2015-08-15 13:45:00+10:00,Essendon,Adelaide,Docklands,59-171,Adelaide,3.6,1.338,Adelaide,1
5502,2015,HA,20,2015-08-15 04:10:00+00:00,2015-08-15 14:10:00+10:00,North Melbourne,St Kilda,Hobart,120-83,North Melbourne,1.175,5.76,North Melbourne,1
5503,2015,HA,20,2015-08-15 06:35:00+00:00,2015-08-15 16:35:00+10:00,Port Adelaide,GWS,Adelaide,111-90,Port Adelaide,1.263,4.3,Port Adelaide,1
5504,2015,HA,20,2015-08-15 09:20:00+00:00,2015-08-15 19:20:00+10:00,Geelong,Hawthorn,MCG,85-121,Hawthorn,4.46,1.25,Hawthorn,1
5505,2015,HA,20,2015-08-15 09:20:00+00:00,2015-08-15 19:20:00+10:00,Brisbane,Carlton,Gabba,131-67,Brisbane,1.675,2.34,Carlton,0
5506,2015,HA,20,2015-08-16 03:10:00+00:00,2015-08-16 13:10:00+10:00,Richmond,Gold Coast,MCG,138-55,Richmond,1.111,8.04,Richmond,1
5507,2015,HA,20,2015-08-16 05:20:00+00:00,2015-08-16 15:20:00+10:00,Western Bulldogs,Melbourne,Docklands,153-55,Western Bulldogs,1.253,4.42,Western Bulldogs,1
5508,2015,HA,20,2015-08-16 06:40:00+00:00,2015-08-16 16:40:00+10:00,Fremantle,West Coast,Subiaco,80-104,West Coast,1.641,2.41,Fremantle,0
5509,2015,HA,21,2015-08-21 09:50:00+00:00,2015-08-21 19:50:00+10:00,Hawthorn,Port Adelaide,Docklands,86-108,Port Adelaide,1.085,9.67,Hawthorn,0
5510,2015,HA,21,2015-08-22 03:45:00+00:00,2015-08-22 13:45:00+10:00,Collingwood,Richmond,MCG,56-147,Richmond,3.17,1.411,Richmond,1
5511,2015,HA,21,2015-08-22 04:10:00+00:00,2015-08-22 14:10:00+10:00,GWS,Sydney,Showgrounds,44-133,Sydney,2.62,1.555,Sydney,1
5512,2015,HA,21,2015-08-22 06:35:00+00:00,2015-08-22 16:35:00+10:00,Gold Coast,Essendon,Gold Coast,97-95,Gold Coast,1.595,2.52,Gold Coast,1
5513,2015,HA,21,2015-08-22 09:20:00+00:00,2015-08-22 19:20:00+10:00,St Kilda,Geelong,Docklands,97-97,Draw,5.0,1.212,Geelong,1
5514,2015,HA,21,2015-08-22 09:40:00+00:00,2015-08-22 19:40:00+10:00,Adelaide,Brisbane,Adelaide,131-44,Adelaide,1.076,10.44,Adelaide,1
5515,2015,HA,21,2015-08-23 03:10:00+00:00,2015-08-23 13:10:00+10:00,North Melbourne,Fremantle,Docklands,94-83,North Melbourne,1.746,2.21,North Melbourne,1
5516,2015,HA,21,2015-08-23 05:20:00+00:00,2015-08-23 15:20:00+10:00,Carlton,Melbourne,MCG,78-55,Carlton,3.27,1.392,Melbourne,0
5517,2015,HA,21,2015-08-23 06:40:00+00:00,2015-08-23 16:40:00+10:00,West Coast,Western Bulldogs,Subiaco,162-85,West Coast,1.333,3.64,West Coast,1
5518,2015,HA,22,2015-08-28 09:50:00+00:00,2015-08-28 19:50:00+10:00,Geelong,Collingwood,MCG,62-110,Collingwood,1.383,3.32,Geelong,0
5519,2015,HA,22,2015-08-29 03:45:00+00:00,2015-08-29 13:45:00+10:00,GWS,Carlton,Showgrounds,132-51,GWS,1.192,5.39,GWS,1
5520,2015,HA,22,2015-08-29 04:10:00+00:00,2015-08-29 14:10:00+10:00,Hawthorn,Brisbane,Launceston,134-62,Hawthorn,1.01,25.5,Hawthorn,1
5521,2015,HA,22,2015-08-29 06:35:00+00:00,2015-08-29 16:35:00+10:00,North Melbourne,Western Bulldogs,Docklands,73-96,Western Bulldogs,1.653,2.38,North Melbourne,0
5522,2015,HA,22,2015-08-29 09:20:00+00:00,2015-08-29 19:20:00+10:00,Essendon,Richmond,MCG,47-74,Richmond,6.8,1.139,Richmond,1
5523,2015,HA,22,2015-08-29 09:20:00+00:00,2015-08-29 19:20:00+10:00,Gold Coast,Port Adelaide,Gold Coast,51-88,Port Adelaide,3.39,1.37,Port Adelaide,1
5524,2015,HA,22,2015-08-30 03:10:00+00:00,2015-08-30 13:10:00+10:00,Adelaide,West Coast,Adelaide,126-69,Adelaide,2.03,1.877,Adelaide,1
5525,2015,HA,22,2015-08-30 05:20:00+00:00,2015-08-30 15:20:00+10:00,St Kilda,Sydney,Docklands,38-135,Sydney,4.34,1.259,Sydney,1
5526,2015,HA,22,2015-08-30 06:40:00+00:00,2015-08-30 16:40:00+10:00,Fremantle,Melbourne,Subiaco,108-54,Fremantle,1.083,9.84,Fremantle,1
5527,2015,HA,23,2015-09-04 09:50:00+00:00,2015-09-04 19:50:00+10:00,Richmond,North Melbourne,Docklands,108-67,Richmond,1.091,9.22,Richmond,1
5528,2015,HA,23,2015-09-05 03:05:00+00:00,2015-09-05 13:05:00+10:00,Geelong,Adelaide,Kardinia,119-80,Geelong,2.23,1.735,Adelaide,0
5529,2015,HA,23,2015-09-05 03:45:00+00:00,2015-09-05 13:45:00+10:00,Brisbane,Western Bulldogs,Gabba,130-122,Brisbane,4.42,1.253,Western Bulldogs,0
5530,2015,HA,23,2015-09-05 05:50:00+00:00,2015-09-05 15:50:00+10:00,Port Adelaide,Fremantle,Adelaide,122-53,Port Adelaide,1.01,25.5,Port Adelaide,1
5531,2015,HA,23,2015-09-05 06:40:00+00:00,2015-09-05 16:40:00+10:00,Hawthorn,Carlton,MCG,113-56,Hawthorn,1.01,25.5,Hawthorn,1
5532,2015,HA,23,2015-09-05 09:20:00+00:00,2015-09-05 19:20:00+10:00,Sydney,Gold Coast,SCG,127-64,Sydney,1.01,25.5,Sydney,1
5533,2015,HA,23,2015-09-05 09:40:00+00:00,2015-09-05 19:40:00+10:00,West Coast,St Kilda,Subiaco,125-30,West Coast,1.01,25.5,West Coast,1
5534,2015,HA,23,2015-09-06 03:10:00+00:00,2015-09-06 13:10:00+10:00,Melbourne,GWS,Docklands,103-77,Melbourne,2.37,1.662,GWS,0
5535,2015,HA,23,2015-09-06 05:20:00+00:00,2015-09-06 15:20:00+10:00,Collingwood,Essendon,MCG,92-95,Essendon,1.3,3.92,Collingwood,0
5572,2016,HA,1,2016-03-24 08:20:00+00:00,2016-03-24 19:20:00+11:00,Richmond,Carlton,MCG,92-83,Richmond,1.273,4.18,Richmond,1
5573,2016,HA,1,2016-03-26 02:40:00+00:00,2016-03-26 13:40:00+11:00,Melbourne,GWS,MCG,80-78,Melbourne,2.55,1.571,GWS,0
5574,2016,HA,1,2016-03-26 05:35:00+00:00,2016-03-26 16:35:00+11:00,Gold Coast,Essendon,Gold Coast,121-60,Gold Coast,1.16,6.16,Gold Coast,1
5575,2016,HA,1,2016-03-26 08:25:00+00:00,2016-03-26 19:25:00+11:00,North Melbourne,Adelaide,Docklands,107-97,North Melbourne,1.444,3.01,North Melbourne,1
5576,2016,HA,1,2016-03-26 08:25:00+00:00,2016-03-26 19:25:00+11:00,Sydney,Collingwood,SCG,133-53,Sydney,1.625,2.44,Sydney,1
5577,2016,HA,1,2016-03-27 02:10:00+00:00,2016-03-27 13:10:00+11:00,Western Bulldogs,Fremantle,Docklands,103-38,Western Bulldogs,1.641,2.41,Western Bulldogs,1
5578,2016,HA,1,2016-03-27 04:20:00+00:00,2016-03-27 15:20:00+11:00,Port Adelaide,St Kilda,Adelaide,133-100,Port Adelaide,1.178,5.68,Port Adelaide,1
5579,2016,HA,1,2016-03-27 08:40:00+00:00,2016-03-27 19:40:00+11:00,West Coast,Brisbane,Subiaco,166-102,West Coast,1.02,15.0,West Coast,1
5580,2016,HA,1,2016-03-28 04:20:00+00:00,2016-03-28 15:20:00+11:00,Geelong,Hawthorn,MCG,116-86,Geelong,2.11,1.813,Hawthorn,0
5581,2016,HA,2,2016-04-01 08:50:00+00:00,2016-04-01 19:50:00+11:00,Collingwood,Richmond,MCG,87-86,Collingwood,2.09,1.833,Richmond,0
5582,2016,HA,2,2016-04-02 02:45:00+00:00,2016-04-02 13:45:00+11:00,Adelaide,Port Adelaide,Adelaide,144-86,Adelaide,1.98,1.925,Adelaide,1
5583,2016,HA,2,2016-04-02 03:10:00+00:00,2016-04-02 14:10:00+11:00,Essendon,Melbourne,MCG,80-67,Essendon,6.27,1.156,Melbourne,0
5584,2016,HA,2,2016-04-02 05:35:00+00:00,2016-04-02 16:35:00+11:00,Brisbane,North Melbourne,Gabba,83-117,North Melbourne,3.73,1.322,North Melbourne,1
5585,2016,HA,2,2016-04-02 08:25:00+00:00,2016-04-02 19:25:00+11:00,St Kilda,Western Bulldogs,Docklands,36-93,Western Bulldogs,4.02,1.289,Western Bulldogs,1
5586,2016,HA,2,2016-04-02 08:40:00+00:00,2016-04-02 19:40:00+11:00,Fremantle,Gold Coast,Subiaco,100-126,Gold Coast,1.246,4.5,Fremantle,0
5587,2016,HA,2,2016-04-03 03:10:00+00:00,2016-04-03 13:10:00+10:00,GWS,Geelong,Manuka,89-76,GWS,2.8,1.497,Geelong,0
5588,2016,HA,2,2016-04-03 05:20:00+00:00,2016-04-03 15:20:00+10:00,Hawthorn,West Coast,MCG,99-53,Hawthorn,2.4,1.645,West Coast,0
5589,2016,HA,2,2016-04-03 06:40:00+00:00,2016-04-03 16:40:00+10:00,Carlton,Sydney,Docklands,71-131,Sydney,4.58,1.24,Sydney,1
5590,2016,HA,3,2016-04-08 09:50:00+00:00,2016-04-08 19:50:00+10:00,Port Adelaide,Essendon,Adelaide,112-51,Port Adelaide,1.129,7.18,Port Adelaide,1
5591,2016,HA,3,2016-04-09 03:45:00+00:00,2016-04-09 13:45:00+10:00,St Kilda,Collingwood,MCG,119-90,St Kilda,2.27,1.714,Collingwood,0
5592,2016,HA,3,2016-04-09 04:10:00+00:00,2016-04-09 14:10:00+10:00,Richmond,Adelaide,Docklands,92-128,Adelaide,1.8,2.13,Richmond,0
5593,2016,HA,3,2016-04-09 06:35:00+00:00,2016-04-09 16:35:00+10:00,Sydney,GWS,SCG,93-68,Sydney,1.429,3.08,Sydney,1
5594,2016,HA,3,2016-04-09 09:25:00+00:00,2016-04-09 19:25:00+10:00,Gold Coast,Carlton,Gold Coast,95-41,Gold Coast,1.181,5.61,Gold Coast,1
5595,2016,HA,3,2016-04-09 09:40:00+00:00,2016-04-09 19:40:00+10:00,West Coast,Fremantle,Subiaco,92-59,West Coast,1.384,3.31,West Coast,1
5596,2016,HA,3,2016-04-10 03:10:00+00:00,2016-04-10 13:10:00+10:00,North Melbourne,Melbourne,Hobart,136-131,North Melbourne,1.14,6.76,North Melbourne,1
5597,2016,HA,3,2016-04-10 05:20:00+00:00,2016-04-10 15:20:00+10:00,Western Bulldogs,Hawthorn,Docklands,90-93,Hawthorn,2.11,1.813,Hawthorn,1
5598,2016,HA,3,2016-04-10 06:40:00+00:00,2016-04-10 16:40:00+10:00,Geelong,Brisbane,Kardinia,125-56,Geelong,1.04,13.0,Geelong,1
5599,2016,HA,4,2016-04-15 10:10:00+00:00,2016-04-15 20:10:00+10:00,West Coast,Richmond,Subiaco,125-57,West Coast,1.246,4.5,West Coast,1
5600,2016,HA,4,2016-04-16 03:45:00+00:00,2016-04-16 13:45:00+10:00,Essendon,Geelong,MCG,42-72,Geelong,11.81,1.058,Geelong,1
5601,2016,HA,4,2016-04-16 04:10:00+00:00,2016-04-16 14:10:00+10:00,Hawthorn,St Kilda,Launceston,87-84,Hawthorn,1.125,7.38,Hawthorn,1
5602,2016,HA,4,2016-04-16 06:35:00+00:00,2016-04-16 16:35:00+10:00,Brisbane,Gold Coast,Gabba,107-94,Brisbane,3.18,1.408,Gold Coast,0
5603,2016,HA,4,2016-04-16 09:25:00+00:00,2016-04-16 19:25:00+10:00,Carlton,Western Bulldogs,Docklands,49-85,Western Bulldogs,8.67,1.1,Western Bulldogs,1
5604,2016,HA,4,2016-04-16 09:40:00+00:00,2016-04-16 19:40:00+10:00,Adelaide,Sydney,Adelaide,113-103,Adelaide,2.02,1.884,Adelaide,1
5605,2016,HA,4,2016-04-17 03:10:00+00:00,2016-04-17 13:10:00+10:00,GWS,Port Adelaide,Manuka,151-65,GWS,1.877,2.03,GWS,1
5606,2016,HA,4,2016-04-17 05:20:00+00:00,2016-04-17 15:20:00+10:00,Collingwood,Melbourne,MCG,67-102,Melbourne,1.408,3.18,Collingwood,0
5607,2016,HA,4,2016-04-17 06:40:00+00:00,2016-04-17 16:40:00+10:00,North Melbourne,Fremantle,Docklands,132-101,North Melbourne,1.259,4.34,North Melbourne,1
5608,2016,HA,5,2016-04-22 09:50:00+00:00,2016-04-22 19:50:00+10:00,Hawthorn,Adelaide,MCG,112-109,Hawthorn,1.465,2.93,Hawthorn,1
5609,2016,HA,5,2016-04-23 03:50:00+00:00,2016-04-23 13:50:00+10:00,Sydney,West Coast,SCG,88-49,Sydney,1.636,2.42,Sydney,1
5610,2016,HA,5,2016-04-23 06:45:00+00:00,2016-04-23 16:45:00+10:00,Gold Coast,North Melbourne,Gold Coast,81-119,North Melbourne,3.18,1.408,North Melbourne,1
5611,2016,HA,5,2016-04-23 09:25:00+00:00,2016-04-23 19:25:00+10:00,Western Bulldogs,Brisbane,Docklands,120-67,Western Bulldogs,1.134,7.01,Western Bulldogs,1
5612,2016,HA,5,2016-04-23 09:45:00+00:00,2016-04-23 19:45:00+10:00,Port Adelaide,Geelong,Adelaide,59-107,Geelong,2.31,1.689,Geelong,1
5613,2016,HA,5,2016-04-24 03:10:00+00:00,2016-04-24 13:10:00+10:00,St Kilda,GWS,Docklands,79-126,GWS,2.47,1.613,GWS,1
5614,2016,HA,5,2016-04-24 06:15:00+00:00,2016-04-24 16:15:00+10:00,Fremantle,Carlton,Subiaco,68-72,Carlton,1.166,5.98,Fremantle,0
5615,2016,HA,5,2016-04-24 09:10:00+00:00,2016-04-24 19:10:00+10:00,Melbourne,Richmond,MCG,129-96,Melbourne,2.33,1.68,Richmond,0
5616,2016,HA,5,2016-04-25 05:20:00+00:00,2016-04-25 15:20:00+10:00,Collingwood,Essendon,MCG,142-73,Collingwood,1.37,3.39,Collingwood,1
5617,2016,HA,6,2016-04-29 09:50:00+00:00,2016-04-29 19:50:00+10:00,North Melbourne,Western Bulldogs,Docklands,61-45,North Melbourne,1.813,2.11,North Melbourne,1
5618,2016,HA,6,2016-04-30 03:45:00+00:00,2016-04-30 13:45:00+10:00,Melbourne,St Kilda,Docklands,96-135,St Kilda,1.769,2.18,Melbourne,0
5619,2016,HA,6,2016-04-30 04:10:00+00:00,2016-04-30 14:10:00+10:00,Adelaide,Fremantle,Adelaide,97-64,Adelaide,1.102,8.52,Adelaide,1
5620,2016,HA,6,2016-04-30 06:35:00+00:00,2016-04-30 16:35:00+10:00,GWS,Hawthorn,Showgrounds,158-83,GWS,2.08,1.84,GWS,1
5621,2016,HA,6,2016-04-30 09:25:00+00:00,2016-04-30 19:25:00+10:00,Richmond,Port Adelaide,MCG,59-94,Port Adelaide,1.434,3.05,Richmond,0
5622,2016,HA,6,2016-04-30 09:25:00+00:00,2016-04-30 19:25:00+10:00,Geelong,Gold Coast,Kardinia,168-48,Geelong,1.1,8.64,Geelong,1
5623,2016,HA,6,2016-05-01 03:10:00+00:00,2016-05-01 13:10:00+10:00,Brisbane,Sydney,Gabba,94-97,Sydney,5.08,1.208,Sydney,1
5624,2016,HA,6,2016-05-01 05:20:00+00:00,2016-05-01 15:20:00+10:00,Carlton,Essendon,MCG,72-57,Carlton,1.613,2.47,Carlton,1
5625,2016,HA,6,2016-05-01 06:40:00+00:00,2016-05-01 16:40:00+10:00,West Coast,Collingwood,Subiaco,124-62,West Coast,1.144,6.62,West Coast,1
5626,2016,HA,7,2016-05-06 09:50:00+00:00,2016-05-06 19:50:00+10:00,Richmond,Hawthorn,MCG,90-136,Hawthorn,4.45,1.25,Hawthorn,1
5627,2016,HA,7,2016-05-07 03:45:00+00:00,2016-05-07 13:45:00+10:00,Collingwood,Carlton,MCG,84-99,Carlton,1.588,2.53,Carlton,1
5628,2016,HA,7,2016-05-07 04:10:00+00:00,2016-05-07 14:10:00+10:00,Geelong,West Coast,Kardinia,123-79,Geelong,1.526,2.71,Geelong,1
5629,2016,HA,7,2016-05-07 06:35:00+00:00,2016-05-07 16:35:00+10:00,Sydney,Essendon,SCG,135-54,Sydney,1.04,19.0,Sydney,1
5630,2016,HA,7,2016-05-07 07:10:00+00:00,2016-05-07 17:10:00+10:00,Gold Coast,Melbourne,Gold Coast,87-160,Melbourne,1.862,2.05,Gold Coast,0
5631,2016,HA,7,2016-05-07 09:40:00+00:00,2016-05-07 19:40:00+10:00,Western Bulldogs,Adelaide,Docklands,123-108,Western Bulldogs,1.751,2.2,Western Bulldogs,1
5632,2016,HA,7,2016-05-07 10:10:00+00:00,2016-05-07 20:10:00+10:00,Fremantle,GWS,Subiaco,77-95,GWS,3.48,1.357,GWS,1
5633,2016,HA,7,2016-05-08 05:20:00+00:00,2016-05-08 15:20:00+10:00,St Kilda,North Melbourne,Docklands,75-82,North Melbourne,3.81,1.312,North Melbourne,1
5634,2016,HA,7,2016-05-08 06:40:00+00:00,2016-05-08 16:40:00+10:00,Port Adelaide,Brisbane,Adelaide,136-59,Port Adelaide,1.377,3.35,Port Adelaide,1
5635,2016,HA,8,2016-05-13 09:50:00+00:00,2016-05-13 19:50:00+10:00,Adelaide,Geelong,Adelaide,72-98,Geelong,1.862,2.05,Adelaide,0
5636,2016,HA,8,2016-05-14 03:45:00+00:00,2016-05-14 13:45:00+10:00,Essendon,North Melbourne,Docklands,60-74,North Melbourne,11.22,1.069,North Melbourne,1
5637,2016,HA,8,2016-05-14 04:10:00+00:00,2016-05-14 14:10:00+10:00,Hawthorn,Fremantle,Launceston,116-75,Hawthorn,1.105,8.33,Hawthorn,1
5638,2016,HA,8,2016-05-14 06:35:00+00:00,2016-05-14 16:35:00+10:00,GWS,Gold Coast,Showgrounds,149-58,GWS,1.08,10.16,GWS,1
5639,2016,HA,8,2016-05-14 09:25:00+00:00,2016-05-14 19:25:00+10:00,Brisbane,Collingwood,Gabba,65-143,Collingwood,1.724,2.25,Brisbane,0
5640,2016,HA,8,2016-05-14 09:25:00+00:00,2016-05-14 19:25:00+10:00,Richmond,Sydney,MCG,101-100,Richmond,3.8,1.313,Sydney,0
5641,2016,HA,8,2016-05-15 03:10:00+00:00,2016-05-15 13:10:00+10:00,Carlton,Port Adelaide,Docklands,93-91,Carlton,2.49,1.606,Carlton,1
5642,2016,HA,8,2016-05-15 05:20:00+00:00,2016-05-15 15:20:00+10:00,Melbourne,Western Bulldogs,MCG,82-114,Western Bulldogs,3.11,1.423,Western Bulldogs,1
5643,2016,HA,8,2016-05-15 06:40:00+00:00,2016-05-15 16:40:00+10:00,West Coast,St Kilda,Subiaco,132-29,West Coast,1.169,5.91,West Coast,1
5644,2016,HA,9,2016-05-20 09:50:00+00:00,2016-05-20 19:50:00+10:00,Hawthorn,Sydney,MCG,55-69,Sydney,1.877,2.03,Hawthorn,0
5645,2016,HA,9,2016-05-21 03:45:00+00:00,2016-05-21 13:45:00+10:00,Collingwood,Geelong,MCG,104-80,Collingwood,6.05,1.163,Geelong,0
5646,2016,HA,9,2016-05-21 04:10:00+00:00,2016-05-21 14:10:00+10:00,Gold Coast,Adelaide,Gold Coast,74-149,Adelaide,13.0,1.04,Adelaide,1
5647,2016,HA,9,2016-05-21 06:35:00+00:00,2016-05-21 16:35:00+10:00,Port Adelaide,West Coast,Adelaide,86-94,West Coast,2.92,1.467,West Coast,1
5648,2016,HA,9,2016-05-21 09:25:00+00:00,2016-05-21 19:25:00+10:00,North Melbourne,Carlton,Docklands,113-46,North Melbourne,1.243,4.54,North Melbourne,1
5649,2016,HA,9,2016-05-21 09:40:00+00:00,2016-05-21 19:40:00+10:00,Fremantle,Richmond,Subiaco,45-83,Richmond,2.29,1.699,Richmond,1
5650,2016,HA,9,2016-05-22 03:10:00+00:00,2016-05-22 13:10:00+10:00,Melbourne,Brisbane,MCG,131-68,Melbourne,1.2,5.23,Melbourne,1
5651,2016,HA,9,2016-05-22 05:20:00+00:00,2016-05-22 15:20:00+10:00,GWS,Western Bulldogs,Showgrounds,98-73,GWS,1.408,3.18,GWS,1
